Date,Ticker,compound,neg,neu,pos
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.7717,0.0,0.722,0.278
2021-04-11,AMC,-0.4767,0.233,0.645,0.122
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0772,0.0,0.894,0.106
2021-04-11,AMC,-0.6486,0.462,0.538,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.4767,0.233,0.645,0.122
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.34,0.0,0.893,0.107
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.2023,0.0,0.909,0.091
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.3612,0.0,0.667,0.333
2021-04-11,AMC,0.296,0.0,0.913,0.087
2021-04-11,AMC,0.2023,0.0,0.909,0.091
2021-04-11,AMC,0.2023,0.0,0.909,0.091
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.8481,0.0,0.662,0.338
2021-04-11,AMC,-0.1027,0.154,0.714,0.132
2021-04-11,AMC,0.2023,0.0,0.909,0.091
2021-04-11,AMC,0.2023,0.0,0.909,0.091
2021-04-11,AMC,-0.4767,0.233,0.645,0.122
2021-04-11,AMC,0.1531,0.0,0.929,0.071
2021-04-11,AMC,0.7783,0.0,0.736,0.264
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.4404,0.0,0.873,0.127
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.4466,0.0,0.882,0.118
2021-04-11,AMC,0.3818,0.0,0.874,0.126
2021-04-11,AMC,0.2023,0.0,0.909,0.091
2021-04-11,AMC,0.3182,0.132,0.659,0.21
2021-04-11,AMC,-0.4588,0.227,0.682,0.091
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.4019,0.574,0.426,0.0
2021-04-11,AMC,0.2023,0.0,0.87,0.13
2021-04-11,AMC,-0.5378,0.419,0.383,0.198
2021-04-11,AMC,0.2023,0.0,0.904,0.096
2021-04-11,AMC,-0.5574,0.167,0.833,0.0
2021-04-11,AMC,0.0258,0.0,0.927,0.073
2021-04-11,AMC,-0.1027,0.154,0.714,0.132
2021-04-11,AMC,-0.6914,0.322,0.678,0.0
2021-04-11,AMC,-0.6486,0.177,0.823,0.0
2021-04-11,AMC,0.6124,0.0,0.643,0.357
2021-04-11,AMC,-0.1027,0.154,0.714,0.132
2021-04-11,AMC,0.5574,0.0,0.783,0.217
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.6002,0.0,0.754,0.246
2021-04-11,AMC,0.4767,0.0,0.807,0.193
2021-04-11,AMC,-0.3818,0.115,0.885,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.1027,0.154,0.714,0.132
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.4019,0.0,0.803,0.197
2021-04-11,AMC,0.296,0.0,0.916,0.084
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.3612,0.0,0.878,0.122
2021-04-11,AMC,-0.4404,0.132,0.868,0.0
2021-04-11,AMC,-0.6486,0.177,0.823,0.0
2021-04-11,AMC,0.2023,0.182,0.588,0.229
2021-04-11,AMC,0.8689,0.0,0.505,0.495
2021-04-11,AMC,-0.34,0.375,0.625,0.0
2021-04-11,AMC,-0.3818,0.115,0.885,0.0
2021-04-11,AMC,0.296,0.0,0.913,0.087
2021-04-11,AMC,0.296,0.0,0.784,0.216
2021-04-11,AMC,-0.2263,0.091,0.909,0.0
2021-04-11,AMC,0.0258,0.129,0.691,0.18
2021-04-11,AMC,-0.2263,0.217,0.629,0.154
2021-04-11,AMC,0.34,0.0,0.893,0.107
2021-04-11,AMC,-0.5667,0.182,0.818,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.8625,0.0,0.376,0.624
2021-04-11,AMC,-0.5894,0.194,0.806,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.4767,0.233,0.645,0.122
2021-04-11,AMC,-0.4215,0.104,0.896,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.3412,0.091,0.909,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.6369,0.0,0.543,0.457
2021-04-11,AMC,-0.6887,0.334,0.558,0.108
2021-04-11,AMC,-0.4033,0.203,0.687,0.11
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.296,0.124,0.76,0.116
2021-04-11,AMC,-0.8674,0.304,0.696,0.0
2021-04-11,AMC,0.8567,0.0,0.657,0.343
2021-04-11,AMC,0.1531,0.088,0.802,0.111
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,0.3182,0.0,0.874,0.126
2021-04-11,AMC,-0.296,0.087,0.913,0.0
2021-04-11,AMC,0.0772,0.113,0.727,0.16
2021-04-11,AMC,-0.4019,0.255,0.606,0.139
2021-04-11,AMC,0.2732,0.107,0.683,0.21
2021-04-11,AMC,-0.4019,0.153,0.847,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
2021-04-11,AMC,-0.2263,0.083,0.917,0.0
2021-04-11,AMC,0.5719,0.0,0.764,0.236
2021-04-11,AMC,0.2263,0.0,0.808,0.192
2021-04-11,AMC,0.8779,0.0,0.59,0.41
2021-04-11,AMC,-0.8674,0.304,0.696,0.0
2021-04-11,AMC,0.0,0.0,1.0,0.0
